,Series_reference,Data_value,Suppressed
3738,BDCQ.SF2BBCA,593.05,
3739,BDCQ.SF2BBCA,571.944,
3740,BDCQ.SF2BBCA,614.578,
3741,BDCQ.SF2BBCA,583.595,
3742,BDCQ.SF2BBCA,758.677,
3743,BDCQ.SF2BBCA,720.91,
3744,BDCQ.SF2BBCA,793.626,
3745,BDCQ.SF2BBCA,777.346,
3746,BDCQ.SF2BBCA,704.82,
3747,BDCQ.SF2BBCA,789.992,
3748,BDCQ.SF2BBCA,728.877,
3749,BDCQ.SF2BBCA,709.975,
3750,BDCQ.SF2CC1CA,8583.387,
3751,BDCQ.SF2CC1CA,6762.819,
3752,BDCQ.SF2CC1CA,9745.161,
3753,BDCQ.SF2CC1CA,9639.343,
3754,BDCQ.SF2CC1CA,9644.515,
3755,BDCQ.SF2CC1CA,8178.247,
3756,BDCQ.SF2CC1CA,10654.044,
3757,BDCQ.SF2CC1CA,10387.143,
3758,BDCQ.SF2CC1CA,10598.968,
3759,BDCQ.SF2CC1CA,8527.784,
3760,BDCQ.SF2CC1CA,11181.95,
3761,BDCQ.SF2CC1CA,11094.75,
3762,BDCQ.SF2CC1CA,10719.262,
3763,BDCQ.SF2CC1CA,8953.428,
3764,BDCQ.SF2CC1CA,12481.606,
3765,BDCQ.SF2CC1CA,11323.975,
3766,BDCQ.SF2CC1CA,10678.221,
3767,BDCQ.SF2CC1CA,9124.548,
3768,BDCQ.SF2CC1CA,11748.075,
3769,BDCQ.SF2CC1CA,11723.585,
3770,BDCQ.SF2CC1CA,11804.28,
3771,BDCQ.SF2CC1CA,9987.038,
3772,BDCQ.SF2CC1CA,13526.428,
3773,BDCQ.SF2CC1CA,12670.56,
3774,BDCQ.SF2CC1CA,13041.787,
3775,BDCQ.SF2CC1CA,11961.097,
3776,BDCQ.SF2CC1CA,14684.663,
3777,BDCQ.SF2CC1CA,12989.065,
3778,BDCQ.SF2CC1CA,13378.145,
3779,BDCQ.SF2CC1CA,10955.79,
3780,BDCQ.SF2CC2CA,381.108,
3781,BDCQ.SF2CC2CA,365.938,
3782,BDCQ.SF2CC2CA,336.06,
3783,BDCQ.SF2CC2CA,379.005,
3784,BDCQ.SF2CC2CA,363.829,
3785,BDCQ.SF2CC2CA,362.323,
3786,BDCQ.SF2CC2CA,372.797,
3787,BDCQ.SF2CC2CA,377.845,
3788,BDCQ.SF2CC2CA,396.162,
3789,BDCQ.SF2CC2CA,388.968,
3790,BDCQ.SF2CC2CA,368.726,
3791,BDCQ.SF2CC2CA,380.822,
3792,BDCQ.SF2CC2CA,341.389,
3793,BDCQ.SF2CC2CA,362.39,
3794,BDCQ.SF2CC2CA,346.191,
3795,BDCQ.SF2CC2CA,308.116,
3796,BDCQ.SF2CC2CA,222.776,
3797,BDCQ.SF2CC2CA,330.791,
3798,BDCQ.SF2CC2CA,315.824,
3799,BDCQ.SF2CC2CA,317.27,
3800,BDCQ.SF2CC2CA,316.151,
3801,BDCQ.SF2CC2CA,340.224,
3802,BDCQ.SF2CC2CA,358.338,
3803,BDCQ.SF2CC2CA,349.506,
3804,BDCQ.SF2CC2CA,367.866,
3805,BDCQ.SF2CC2CA,388.96,
3806,BDCQ.SF2CC2CA,366.553,
3807,BDCQ.SF2CC2CA,353.324,
3808,BDCQ.SF2CC2CA,343.832,
3809,BDCQ.SF2CC2CA,356.081,
3810,BDCQ.SF2CC3CA,1749.535,
3811,BDCQ.SF2CC3CA,1726.374,
3812,BDCQ.SF2CC3CA,1611.543,
3813,BDCQ.SF2CC3CA,1584.134,
3814,BDCQ.SF2CC3CA,1713.337,
3815,BDCQ.SF2CC3CA,1775.458,
3816,BDCQ.SF2CC3CA,1705.49,
3817,BDCQ.SF2CC3CA,1677.047,
3818,BDCQ.SF2CC3CA,1855.671,
3819,BDCQ.SF2CC3CA,1807.769,
3820,BDCQ.SF2CC3CA,1810.018,
3821,BDCQ.SF2CC3CA,1728.61,
3822,BDCQ.SF2CC3CA,1896.154,
3823,BDCQ.SF2CC3CA,1872.256,
3824,BDCQ.SF2CC3CA,1790.392,
3825,BDCQ.SF2CC3CA,1679.871,
3826,BDCQ.SF2CC3CA,1439.805,
3827,BDCQ.SF2CC3CA,1810.385,
3828,BDCQ.SF2CC3CA,1836.026,
3829,BDCQ.SF2CC3CA,1729.517,
3830,BDCQ.SF2CC3CA,1968.484,
3831,BDCQ.SF2CC3CA,1963.882,
3832,BDCQ.SF2CC3CA,2041.197,
3833,BDCQ.SF2CC3CA,1979.042,
3834,BDCQ.SF2CC3CA,2293.515,
3835,BDCQ.SF2CC3CA,2249.776,
3836,BDCQ.SF2CC3CA,2032.951,
3837,BDCQ.SF2CC3CA,1819.163,
3838,BDCQ.SF2CC3CA,1937.481,
3839,BDCQ.SF2CC3CA,1948.544,
3840,BDCQ.SF2CC4CA,254.092,
3841,BDCQ.SF2CC4CA,246.931,
3842,BDCQ.SF2CC4CA,258.927,
3843,BDCQ.SF2CC4CA,218.668,
3844,BDCQ.SF2CC4CA,225.92,
3845,BDCQ.SF2CC4CA,235.919,
3846,BDCQ.SF2CC4CA,244.598,
3847,BDCQ.SF2CC4CA,239.293,
3848,BDCQ.SF2CC4CA,237.354,
3849,BDCQ.SF2CC4CA,243.025,
3850,BDCQ.SF2CC4CA,260.767,
3851,BDCQ.SF2CC4CA,239.873,
3852,BDCQ.SF2CC4CA,223.451,
3853,BDCQ.SF2CC4CA,231.062,
3854,BDCQ.SF2CC4CA,227.556,
3855,BDCQ.SF2CC4CA,204.501,
3856,BDCQ.SF2CC4CA,166.241,
3857,BDCQ.SF2CC4CA,196.593,
3858,BDCQ.SF2CC4CA,224.441,
3859,BDCQ.SF2CC4CA,201.303,
3860,BDCQ.SF2CC4CA,219.538,
3861,BDCQ.SF2CC4CA,218.449,
3862,BDCQ.SF2CC4CA,221.861,
3863,BDCQ.SF2CC4CA,203.313,
3864,BDCQ.SF2CC4CA,224.868,
3865,BDCQ.SF2CC4CA,254.837,
3866,BDCQ.SF2CC4CA,265.676,
3867,BDCQ.SF2CC4CA,218.35,
3868,BDCQ.SF2CC4CA,223.329,
3869,BDCQ.SF2CC4CA,249.318,
3870,BDCQ.SF2CC5CA,2792.002,
3871,BDCQ.SF2CC5CA,2949.43,
3872,BDCQ.SF2CC5CA,3330.022,
3873,BDCQ.SF2CC5CA,3288.163,
3874,BDCQ.SF2CC5CA,2997.221,
3875,BDCQ.SF2CC5CA,3301.549,
3876,BDCQ.SF2CC5CA,3812.037,
3877,BDCQ.SF2CC5CA,3545.566,
3878,BDCQ.SF2CC5CA,3714.747,
3879,BDCQ.SF2CC5CA,3996.547,
3880,BDCQ.SF2CC5CA,3868.715,
3881,BDCQ.SF2CC5CA,3728.996,
3882,BDCQ.SF2CC5CA,3438.477,
3883,BDCQ.SF2CC5CA,3529.338,
3884,BDCQ.SF2CC5CA,4018.56,
3885,BDCQ.SF2CC5CA,3485.124,
3886,BDCQ.SF2CC5CA,2437.33,
3887,BDCQ.SF2CC5CA,2904.994,
3888,BDCQ.SF2CC5CA,3335.108,
3889,BDCQ.SF2CC5CA,3141.74,
3890,BDCQ.SF2CC5CA,3250.469,
3891,BDCQ.SF2CC5CA,3591.166,
3892,BDCQ.SF2CC5CA,4148.666,
3893,BDCQ.SF2CC5CA,4191.441,
3894,BDCQ.SF2CC5CA,2243.375,
3895,BDCQ.SF2CC5CA,2118.85,
3896,BDCQ.SF2CC5CA,2700.744,
3897,BDCQ.SF2CC5CA,2117.881,
3898,BDCQ.SF2CC5CA,2050.324,
3899,BDCQ.SF2CC5CA,1880.649,
3900,BDCQ.SF2CC6CA,597.712,
3901,BDCQ.SF2CC6CA,615.247,
3902,BDCQ.SF2CC6CA,620.816,
3903,BDCQ.SF2CC6CA,557.75,
3904,BDCQ.SF2CC6CA,603.397,
3905,BDCQ.SF2CC6CA,625.553,
3906,BDCQ.SF2CC6CA,637.522,
3907,BDCQ.SF2CC6CA,537.556,
3908,BDCQ.SF2CC6CA,622.274,
3909,BDCQ.SF2CC6CA,677.11,
3910,BDCQ.SF2CC6CA,609.255,
3911,BDCQ.SF2CC6CA,606.303,
3912,BDCQ.SF2CC6CA,648.694,
3913,BDCQ.SF2CC6CA,654.481,
3914,BDCQ.SF2CC6CA,658.609,
3915,BDCQ.SF2CC6CA,600.789,
3916,BDCQ.SF2CC6CA,501.389,
3917,BDCQ.SF2CC6CA,694.439,
3918,BDCQ.SF2CC6CA,666.578,
3919,BDCQ.SF2CC6CA,641.188,
3920,BDCQ.SF2CC6CA,707.606,
3921,BDCQ.SF2CC6CA,661.238,
3922,BDCQ.SF2CC6CA,796.159,
3923,BDCQ.SF2CC6CA,731.843,
3924,BDCQ.SF2CC6CA,790.873,
3925,BDCQ.SF2CC6CA,864.831,
3926,BDCQ.SF2CC6CA,777.028,
3927,BDCQ.SF2CC6CA,732.102,
3928,BDCQ.SF2CC6CA,769.584,
3929,BDCQ.SF2CC6CA,791.755,
3930,BDCQ.SF2CC7CA,1702.128,
3931,BDCQ.SF2CC7CA,1784.602,
3932,BDCQ.SF2CC7CA,1766.335,
3933,BDCQ.SF2CC7CA,1768.032,
3934,BDCQ.SF2CC7CA,1936.265,
3935,BDCQ.SF2CC7CA,2038.021,
3936,BDCQ.SF2CC7CA,1987.54,
3937,BDCQ.SF2CC7CA,1816.268,
3938,BDCQ.SF2CC7CA,2080.705,
3939,BDCQ.SF2CC7CA,2145.688,
3940,BDCQ.SF2CC7CA,2085.692,
3941,BDCQ.SF2CC7CA,1958.298,
3942,BDCQ.SF2CC7CA,2048.732,
3943,BDCQ.SF2CC7CA,2216.678,
3944,BDCQ.SF2CC7CA,2150.435,
3945,BDCQ.SF2CC7CA,1897.007,
3946,BDCQ.SF2CC7CA,1647.704,
3947,BDCQ.SF2CC7CA,2117.053,
3948,BDCQ.SF2CC7CA,2120.102,
3949,BDCQ.SF2CC7CA,2044.379,
3950,BDCQ.SF2CC7CA,2412.654,
3951,BDCQ.SF2CC7CA,2306.766,
3952,BDCQ.SF2CC7CA,2881.908,
3953,BDCQ.SF2CC7CA,2713.278,
3954,BDCQ.SF2CC7CA,2795.213,
3955,BDCQ.SF2CC7CA,2944.636,
3956,BDCQ.SF2CC7CA,2611.203,
3957,BDCQ.SF2CC7CA,2550.926,
3958,BDCQ.SF2CC7CA,2532.405,
3959,BDCQ.SF2CC7CA,2665.933,
3960,BDCQ.SF2CC8CA,1787.061,
3961,BDCQ.SF2CC8CA,1839.21,
3962,BDCQ.SF2CC8CA,1849.275,
3963,BDCQ.SF2CC8CA,1677.352,
3964,BDCQ.SF2CC8CA,1948.902,
3965,BDCQ.SF2CC8CA,1913.476,
3966,BDCQ.SF2CC8CA,1852.28,
3967,BDCQ.SF2CC8CA,1921.177,
3968,BDCQ.SF2CC8CA,2091.218,
3969,BDCQ.SF2CC8CA,2092.797,
3970,BDCQ.SF2CC8CA,2062.36,
3971,BDCQ.SF2CC8CA,1912.82,
3972,BDCQ.SF2CC8CA,1999.069,
3973,BDCQ.SF2CC8CA,2323.305,
3974,BDCQ.SF2CC8CA,2210.718,
3975,BDCQ.SF2CC8CA,1877.293,
3976,BDCQ.SF2CC8CA,1663.858,
3977,BDCQ.SF2CC8CA,2064.17,
3978,BDCQ.SF2CC8CA,1972.962,
3979,BDCQ.SF2CC8CA,1964.984,
3980,BDCQ.SF2CC8CA,2221.949,
3981,BDCQ.SF2CC8CA,2255.924,
3982,BDCQ.SF2CC8CA,2459.626,
3983,BDCQ.SF2CC8CA,2285.257,
3984,BDCQ.SF2CC8CA,2567.827,
3985,BDCQ.SF2CC8CA,2736.963,
3986,BDCQ.SF2CC8CA,2681.648,
3987,BDCQ.SF2CC8CA,2598.221,
3988,BDCQ.SF2CC8CA,2680.699,
3989,BDCQ.SF2CC8CA,2725.388,
3990,BDCQ.SF2CC9CA,321.875,
3991,BDCQ.SF2CC9CA,330.216,
3992,BDCQ.SF2CC9CA,345.896,
3993,BDCQ.SF2CC9CA,314.921,
3994,BDCQ.SF2CC9CA,310.766,
3995,BDCQ.SF2CC9CA,316.348,
3996,BDCQ.SF2CC9CA,342.618,
3997,BDCQ.SF2CC9CA,295.911,
3998,BDCQ.SF2CC9CA,307.811,
3999,BDCQ.SF2CC9CA,325.249,
4000,BDCQ.SF2CC9CA,370.314,
4001,BDCQ.SF2CC9CA,309.984,
4002,BDCQ.SF2CC9CA,313.949,
4003,BDCQ.SF2CC9CA,374.852,
4004,BDCQ.SF2CC9CA,366.746,
4005,BDCQ.SF2CC9CA,335.003,
4006,BDCQ.SF2CC9CA,291.409,
4007,BDCQ.SF2CC9CA,411.148,
4008,BDCQ.SF2CC9CA,399.877,
4009,BDCQ.SF2CC9CA,357.997,
4010,BDCQ.SF2CC9CA,377.323,
4011,BDCQ.SF2CC9CA,430.886,
4012,BDCQ.SF2CC9CA,437.344,
4013,BDCQ.SF2CC9CA,425.89,
4014,BDCQ.SF2CC9CA,464.214,
4015,BDCQ.SF2CC9CA,488.221,
4016,BDCQ.SF2CC9CA,515.083,
4017,BDCQ.SF2CC9CA,470.95,
4018,BDCQ.SF2CC9CA,462.617,
4019,BDCQ.SF2CC9CA,494.74,
4020,BDCQ.SF2CCCA,18168.9,
4021,BDCQ.SF2CCCA,16620.767,
4022,BDCQ.SF2CCCA,19864.035,
4023,BDCQ.SF2CCCA,19427.368,
4024,BDCQ.SF2CCCA,19744.152,
4025,BDCQ.SF2CCCA,18746.894,
4026,BDCQ.SF2CCCA,21608.926,
4027,BDCQ.SF2CCCA,20797.806,
4028,BDCQ.SF2CCCA,21904.91,
4029,BDCQ.SF2CCCA,20204.937,
4030,BDCQ.SF2CCCA,22617.797,
4031,BDCQ.SF2CCCA,21960.456,
4032,BDCQ.SF2CCCA,21629.177,
4033,BDCQ.SF2CCCA,20517.79,
4034,BDCQ.SF2CCCA,24250.813,
4035,BDCQ.SF2CCCA,21711.679,
4036,BDCQ.SF2CCCA,19048.732,
4037,BDCQ.SF2CCCA,19654.121,
4038,BDCQ.SF2CCCA,22618.991,
4039,BDCQ.SF2CCCA,22121.964,
4040,BDCQ.SF2CCCA,23278.452,
4041,BDCQ.SF2CCCA,21755.573,
4042,BDCQ.SF2CCCA,26871.527,
4043,BDCQ.SF2CCCA,25550.131,
4044,BDCQ.SF2CCCA,24789.54,
4045,BDCQ.SF2CCCA,24008.17,
4046,BDCQ.SF2CCCA,26635.548,
4047,BDCQ.SF2CCCA,23849.981,
4048,BDCQ.SF2CCCA,24378.415,
4049,BDCQ.SF2CCCA,22068.197,
4050,BDCQ.SF2DD1CA,2711.405,
4051,BDCQ.SF2DD1CA,2732.58,
4052,BDCQ.SF2DD1CA,2442.683,
4053,BDCQ.SF2DD1CA,2469.755,
4054,BDCQ.SF2DD1CA,3015.831,
4055,BDCQ.SF2DD1CA,3369.306,
4056,BDCQ.SF2DD1CA,3083.561,
4057,BDCQ.SF2DD1CA,2925.038,
4058,BDCQ.SF2DD1CA,3014.68,
4059,BDCQ.SF2DD1CA,3197.053,
4060,BDCQ.SF2DD1CA,3835.478,
4061,BDCQ.SF2DD1CA,3505.597,
4062,BDCQ.SF2DD1CA,3359.512,
4063,BDCQ.SF2DD1CA,3635.558,
4064,BDCQ.SF2DD1CA,3139.026,
4065,BDCQ.SF2DD1CA,2963.378,
4066,BDCQ.SF2DD1CA,3273.143,
4067,BDCQ.SF2DD1CA,3756.528,
4068,BDCQ.SF2DD1CA,3287.998,
4069,BDCQ.SF2DD1CA,3979.464,
4070,BDCQ.SF2DD1CA,5148.809,
4071,BDCQ.SF2DD1CA,4046.695,
4072,BDCQ.SF2DD1CA,3090.461,
4073,BDCQ.SF2DD1CA,3876.671,
4074,BDCQ.SF2DD1CA,4563.766,
4075,BDCQ.SF2DD1CA,3488.021,
4076,BDCQ.SF2DD1CA,3207.461,
4077,BDCQ.SF2DD1CA,3854.058,
4078,BDCQ.SF2DD1CA,3619.716,
4079,BDCQ.SF2DD1CA,4304.837,
4080,BDCQ.SF2DDCA,2711.405,
4081,BDCQ.SF2DDCA,2732.58,
4082,BDCQ.SF2DDCA,2442.683,
4083,BDCQ.SF2DDCA,2469.755,
4084,BDCQ.SF2DDCA,3015.831,
4085,BDCQ.SF2DDCA,3369.306,
4086,BDCQ.SF2DDCA,3083.561,
4087,BDCQ.SF2DDCA,2925.038,
4088,BDCQ.SF2DDCA,3014.68,
4089,BDCQ.SF2DDCA,3197.053,
4090,BDCQ.SF2DDCA,3835.478,
4091,BDCQ.SF2DDCA,3505.597,
4092,BDCQ.SF2DDCA,3359.512,
4093,BDCQ.SF2DDCA,3635.558,
4094,BDCQ.SF2DDCA,3139.026,
4095,BDCQ.SF2DDCA,2963.378,
4096,BDCQ.SF2DDCA,3273.143,
4097,BDCQ.SF2DDCA,3756.528,
4098,BDCQ.SF2DDCA,3287.998,
4099,BDCQ.SF2DDCA,3979.464,
4100,BDCQ.SF2DDCA,5148.809,
4101,BDCQ.SF2DDCA,4046.695,
4102,BDCQ.SF2DDCA,3090.461,
4103,BDCQ.SF2DDCA,3876.671,
4104,BDCQ.SF2DDCA,4563.766,
4105,BDCQ.SF2DDCA,3488.021,
4106,BDCQ.SF2DDCA,3207.461,
4107,BDCQ.SF2DDCA,3854.058,
4108,BDCQ.SF2DDCA,3619.716,
4109,BDCQ.SF2DDCA,4304.837,
4110,BDCQ.SF2EE1CA,9403.937,
4111,BDCQ.SF2EE1CA,9709.858,
4112,BDCQ.SF2EE1CA,9863.187,
4113,BDCQ.SF2EE1CA,9537.984,
4114,BDCQ.SF2EE1CA,10737.198,
4115,BDCQ.SF2EE1CA,10720.522,
4116,BDCQ.SF2EE1CA,11186.48,
4117,BDCQ.SF2EE1CA,9979.557,
4118,BDCQ.SF2EE1CA,11672.458,
4119,BDCQ.SF2EE1CA,11767.941,
4120,BDCQ.SF2EE1CA,11985.982,
4121,BDCQ.SF2EE1CA,11111.972,
4122,BDCQ.SF2EE1CA,12246.463,
4123,BDCQ.SF2EE1CA,12705.294,
4124,BDCQ.SF2EE1CA,12922.987,
4125,BDCQ.SF2EE1CA,11900.877,
4126,BDCQ.SF2EE1CA,9821.176,
4127,BDCQ.SF2EE1CA,13369.651,
4128,BDCQ.SF2EE1CA,13678.773,
4129,BDCQ.SF2EE1CA,13018.089,
4130,BDCQ.SF2EE1CA,14623.585,
4131,BDCQ.SF2EE1CA,13550.81,
4132,BDCQ.SF2EE1CA,15820.685,
4133,BDCQ.SF2EE1CA,15303.232,
4134,BDCQ.SF2EE1CA,16875.039,
4135,BDCQ.SF2EE1CA,17339.431,
4136,BDCQ.SF2EE1CA,17929.946,
4137,BDCQ.SF2EE1CA,15691.254,
4138,BDCQ.SF2EE1CA,18151.611,
4139,BDCQ.SF2EE1CA,18183.406,
4140,BDCQ.SF2EECA,9403.937,
4141,BDCQ.SF2EECA,9709.858,
4142,BDCQ.SF2EECA,9863.187,
4143,BDCQ.SF2EECA,9537.984,
4144,BDCQ.SF2EECA,10737.198,
4145,BDCQ.SF2EECA,10720.522,
4146,BDCQ.SF2EECA,11186.48,
4147,BDCQ.SF2EECA,9979.557,
4148,BDCQ.SF2EECA,11672.458,
4149,BDCQ.SF2EECA,11767.941,
4150,BDCQ.SF2EECA,11985.982,
4151,BDCQ.SF2EECA,11111.972,
4152,BDCQ.SF2EECA,12246.463,
4153,BDCQ.SF2EECA,12705.294,
4154,BDCQ.SF2EECA,12922.987,
4155,BDCQ.SF2EECA,11900.877,
4156,BDCQ.SF2EECA,9821.176,
4157,BDCQ.SF2EECA,13369.651,
4158,BDCQ.SF2EECA,13678.773,
4159,BDCQ.SF2EECA,13018.089,
4160,BDCQ.SF2EECA,14623.585,
4161,BDCQ.SF2EECA,13550.81,
4162,BDCQ.SF2EECA,15820.685,
4163,BDCQ.SF2EECA,15303.232,
4164,BDCQ.SF2EECA,16875.039,
4165,BDCQ.SF2EECA,17339.431,
4166,BDCQ.SF2EECA,17929.946,
4167,BDCQ.SF2EECA,15691.254,
4168,BDCQ.SF2EECA,18151.611,
4169,BDCQ.SF2EECA,18183.406,
4170,BDCQ.SF2FF1CA,19440.994,
4171,BDCQ.SF2FF1CA,20095.844,
4172,BDCQ.SF2FF1CA,21698.616,
4173,BDCQ.SF2FF1CA,19618.605,
4174,BDCQ.SF2FF1CA,20722.406,
4175,BDCQ.SF2FF1CA,21584.24,
4176,BDCQ.SF2FF1CA,23827.694,
4177,BDCQ.SF2FF1CA,21159.823,
4178,BDCQ.SF2FF1CA,22319.235,
4179,BDCQ.SF2FF1CA,23442.998,
4180,BDCQ.SF2FF1CA,25174.883,
4181,BDCQ.SF2FF1CA,22190.224,
4182,BDCQ.SF2FF1CA,22901.372,
4183,BDCQ.SF2FF1CA,24002.3,
4184,BDCQ.SF2FF1CA,25424.584,
4185,BDCQ.SF2FF1CA,22173.957,
4186,BDCQ.SF2FF1CA,20302.188,
4187,BDCQ.SF2FF1CA,24335.52,
4188,BDCQ.SF2FF1CA,25350.286,
4189,BDCQ.SF2FF1CA,23809.401,
4190,BDCQ.SF2FF1CA,25409.23,
4191,BDCQ.SF2FF1CA,27534.099,
4192,BDCQ.SF2FF1CA,30217.156,
4193,BDCQ.SF2FF1CA,27638.257,
4194,BDCQ.SF2FF1CA,30975.504,
4195,BDCQ.SF2FF1CA,34267.969,
4196,BDCQ.SF2FF1CA,36114.422,
4197,BDCQ.SF2FF1CA,31812.12,
4198,BDCQ.SF2FF1CA,31526.491,
4199,BDCQ.SF2FF1CA,32980.905,
4200,BDCQ.SF2FFCA,19440.994,
4201,BDCQ.SF2FFCA,20095.844,
4202,BDCQ.SF2FFCA,21698.616,
4203,BDCQ.SF2FFCA,19618.605,
4204,BDCQ.SF2FFCA,20722.406,
4205,BDCQ.SF2FFCA,21584.24,
4206,BDCQ.SF2FFCA,23827.694,
4207,BDCQ.SF2FFCA,21159.823,
4208,BDCQ.SF2FFCA,22319.235,
4209,BDCQ.SF2FFCA,23442.998,
4210,BDCQ.SF2FFCA,25174.883,
4211,BDCQ.SF2FFCA,22190.224,
4212,BDCQ.SF2FFCA,22901.372,
4213,BDCQ.SF2FFCA,24002.3,
4214,BDCQ.SF2FFCA,25424.584,
4215,BDCQ.SF2FFCA,22173.957,
4216,BDCQ.SF2FFCA,20302.188,
4217,BDCQ.SF2FFCA,24335.52,
4218,BDCQ.SF2FFCA,25350.286,
4219,BDCQ.SF2FFCA,23809.401,
4220,BDCQ.SF2FFCA,25409.23,
4221,BDCQ.SF2FFCA,27534.099,
4222,BDCQ.SF2FFCA,30217.156,
4223,BDCQ.SF2FFCA,27638.257,
4224,BDCQ.SF2FFCA,30975.504,
4225,BDCQ.SF2FFCA,34267.969,
4226,BDCQ.SF2FFCA,36114.422,
4227,BDCQ.SF2FFCA,31812.12,
4228,BDCQ.SF2FFCA,31526.491,
4229,BDCQ.SF2FFCA,32980.905,
4230,BDCQ.SF2GH1CA,15519.691,
4231,BDCQ.SF2GH1CA,17618.17,
4232,BDCQ.SF2GH1CA,15950.345,
4233,BDCQ.SF2GH1CA,16094.094,
4234,BDCQ.SF2GH1CA,16219.542,
4235,BDCQ.SF2GH1CA,18043.145,
4236,BDCQ.SF2GH1CA,16308.572,
4237,BDCQ.SF2GH1CA,16507.237,
4238,BDCQ.SF2GH1CA,16709.23,
4239,BDCQ.SF2GH1CA,18657.007,
4240,BDCQ.SF2GH1CA,16997.676,
4241,BDCQ.SF2GH1CA,14402.747,
4242,BDCQ.SF2GH1CA,17751.9,
4243,BDCQ.SF2GH1CA,19618.947,
4244,BDCQ.SF2GH1CA,18187.477,
4245,BDCQ.SF2GH1CA,18945.905,
4246,BDCQ.SF2GH1CA,18399.083,
4247,BDCQ.SF2GH1CA,21879.04,
4248,BDCQ.SF2GH1CA,20284.472,
4249,BDCQ.SF2GH1CA,19974.869,
4250,BDCQ.SF2GH1CA,20342.236,
4251,BDCQ.SF2GH1CA,22549.409,
4252,BDCQ.SF2GH1CA,20475.85,
4253,BDCQ.SF2GH1CA,20363.504,
4254,BDCQ.SF2GH1CA,20347.037,
4255,BDCQ.SF2GH2CA,2288.75,
4256,BDCQ.SF2GH2CA,2433.972,
4257,BDCQ.SF2GH2CA,2390.095,
4258,BDCQ.SF2GH2CA,2393.856,
4259,BDCQ.SF2GH2CA,2333.112,
4260,BDCQ.SF2GH2CA,2595.18,
4261,BDCQ.SF2GH2CA,2486.149,
4262,BDCQ.SF2GH2CA,2459.955,
4263,BDCQ.SF2GH2CA,2496.385,
4264,BDCQ.SF2GH2CA,2761.699,
4265,BDCQ.SF2GH2CA,2505.243,
4266,BDCQ.SF2GH2CA,1607.309,
4267,BDCQ.SF2GH2CA,2286.653,
4268,BDCQ.SF2GH2CA,2586.809,
4269,BDCQ.SF2GH2CA,2446.739,
4270,BDCQ.SF2GH2CA,2639.743,
4271,BDCQ.SF2GH2CA,2266.58,
4272,BDCQ.SF2GH2CA,2500.112,
4273,BDCQ.SF2GH2CA,2447.059,
4274,BDCQ.SF2GH2CA,2666.863,
4275,BDCQ.SF2GH2CA,2979.189,
4276,BDCQ.SF2GH2CA,3131.954,
4277,BDCQ.SF2GH2CA,3053.666,
4278,BDCQ.SF2GH2CA,3073.853,
4279,BDCQ.SF2GH2CA,3123.958,
4280,BDCQ.SF2GHCA,17808.441,
4281,BDCQ.SF2GHCA,20052.142,
4282,BDCQ.SF2GHCA,18340.44,
4283,BDCQ.SF2GHCA,18487.95,
4284,BDCQ.SF2GHCA,18552.654,
4285,BDCQ.SF2GHCA,20638.325,
4286,BDCQ.SF2GHCA,18794.721,
4287,BDCQ.SF2GHCA,18967.192,
4288,BDCQ.SF2GHCA,19205.615,
4289,BDCQ.SF2GHCA,21418.706,
4290,BDCQ.SF2GHCA,19502.919,
4291,BDCQ.SF2GHCA,16010.056,
4292,BDCQ.SF2GHCA,20038.554,
4293,BDCQ.SF2GHCA,22205.756,
4294,BDCQ.SF2GHCA,20634.216,
4295,BDCQ.SF2GHCA,21585.648,
4296,BDCQ.SF2GHCA,20665.662,
4297,BDCQ.SF2GHCA,24379.152,
4298,BDCQ.SF2GHCA,22731.531,
4299,BDCQ.SF2GHCA,22641.732,
4300,BDCQ.SF2GHCA,23321.425,
4301,BDCQ.SF2GHCA,25681.364,
4302,BDCQ.SF2GHCA,23529.516,
4303,BDCQ.SF2GHCA,23437.357,
4304,BDCQ.SF2GHCA,23470.995,
4305,BDCQ.SF2II1CA,4063.49,
4306,BDCQ.SF2II1CA,4136.036,
4307,BDCQ.SF2II1CA,4303.676,
4308,BDCQ.SF2II1CA,4265.642,
4309,BDCQ.SF2II1CA,4374.925,
4310,BDCQ.SF2II1CA,4414.748,
4311,BDCQ.SF2II1CA,4670.753,
4312,BDCQ.SF2II1CA,4554.501,
4313,BDCQ.SF2II1CA,4657.224,
4314,BDCQ.SF2II1CA,4724.032,
4315,BDCQ.SF2II1CA,4962.357,
4316,BDCQ.SF2II1CA,4731.799,
4317,BDCQ.SF2II1CA,4861.404,
4318,BDCQ.SF2II1CA,4844.531,
4319,BDCQ.SF2II1CA,5110.669,
4320,BDCQ.SF2II1CA,4917.014,
4321,BDCQ.SF2II1CA,3368.629,
4322,BDCQ.SF2II1CA,3840.413,
4323,BDCQ.SF2II1CA,4131.547,
4324,BDCQ.SF2II1CA,4101.554,
4325,BDCQ.SF2II1CA,4559.581,
4326,BDCQ.SF2II1CA,4527.678,
4327,BDCQ.SF2II1CA,5018.969,
4328,BDCQ.SF2II1CA,4930.616,
4329,BDCQ.SF2II1CA,5748.233,
4330,BDCQ.SF2II1CA,6381.796,
4331,BDCQ.SF2II1CA,6439.375,
4332,BDCQ.SF2II1CA,6080.105,
4333,BDCQ.SF2II1CA,6175.028,
4334,BDCQ.SF2II1CA,6220.583,
