,Series_reference,Data_value,Suppressed
1688,BDCQ.SF1EECT,15907.432,
1689,BDCQ.SF1EECT,16203.324,
1690,BDCQ.SF1EECT,16317.625,
1691,BDCQ.SF1EECT,16634.689,
1692,BDCQ.SF1EECT,17099.338,
1693,BDCQ.SF1EECT,17584.227,
1694,BDCQ.SF1EECT,18023.558,
1695,BDCQ.SF1EECT,,
1696,BDCQ.SF1EECT,,
1697,BDCQ.SF1EECT,,
1698,BDCQ.SF1EECT,,
1699,BDCQ.SF1EECT,,
1700,BDCQ.SF1EECT,,
1701,BDCQ.SF1EECT,,
1702,BDCQ.SF1EECT,,
1703,BDCQ.SF1EECT,,
1704,BDCQ.SF1EECT,,
1705,BDCQ.SF1EECT,,
1706,BDCQ.SF1EECT,,
1707,BDCQ.SF1EECT,,
1708,BDCQ.SF1EECT,,
1709,BDCQ.SF1EECT,,
1710,BDCQ.SF1FF1CA,23406.009,
1711,BDCQ.SF1FF1CA,23994.212,
1712,BDCQ.SF1FF1CA,25705.259,
1713,BDCQ.SF1FF1CA,23310.026,
1714,BDCQ.SF1FF1CA,24840.66,
1715,BDCQ.SF1FF1CA,25475.251,
1716,BDCQ.SF1FF1CA,27896.872,
1717,BDCQ.SF1FF1CA,24728.334,
1718,BDCQ.SF1FF1CA,26645.783,
1719,BDCQ.SF1FF1CA,27695.288,
1720,BDCQ.SF1FF1CA,29271.97,
1721,BDCQ.SF1FF1CA,26038.196,
1722,BDCQ.SF1FF1CA,27624.213,
1723,BDCQ.SF1FF1CA,28200.644,
1724,BDCQ.SF1FF1CA,29838.982,
1725,BDCQ.SF1FF1CA,26520.993,
1726,BDCQ.SF1FF1CA,24951.225,
1727,BDCQ.SF1FF1CA,29794.725,
1728,BDCQ.SF1FF1CA,30657.717,
1729,BDCQ.SF1FF1CA,28146.432,
1730,BDCQ.SF1FF1CA,30996.44,
1731,BDCQ.SF1FF1CA,32032.226,
1732,BDCQ.SF1FF1CA,35975.655,
1733,BDCQ.SF1FF1CA,32754.199,
1734,BDCQ.SF1FF1CA,37340.78,
1735,BDCQ.SF1FF1CA,38903.207,
1736,BDCQ.SF1FF1CA,41541.633,
1737,BDCQ.SF1FF1CA,36440.582,
1738,BDCQ.SF1FF1CA,38022.83,
1739,BDCQ.SF1FF1CA,38653.723,
1740,BDCQ.SF1FF1CS,23654.17,
1741,BDCQ.SF1FF1CS,23846.705,
1742,BDCQ.SF1FF1CS,24200.129,
1743,BDCQ.SF1FF1CS,24776.849,
1744,BDCQ.SF1FF1CS,25086.545,
1745,BDCQ.SF1FF1CS,25273.794,
1746,BDCQ.SF1FF1CS,26278.36,
1747,BDCQ.SF1FF1CS,26333.159,
1748,BDCQ.SF1FF1CS,26876.111,
1749,BDCQ.SF1FF1CS,27467.53,
1750,BDCQ.SF1FF1CS,27567.59,
1751,BDCQ.SF1FF1CS,27773.287,
1752,BDCQ.SF1FF1CS,27829.137,
1753,BDCQ.SF1FF1CS,27979.197,
1754,BDCQ.SF1FF1CS,28091.43,
1755,BDCQ.SF1FF1CS,28296.812,
1756,BDCQ.SF1FF1CS,25133.298,
1757,BDCQ.SF1FF1CS,29585.626,
1758,BDCQ.SF1FF1CS,28836.672,
1759,BDCQ.SF1FF1CS,30019.87,
1760,BDCQ.SF1FF1CS,31238.532,
1761,BDCQ.SF1FF1CS,31834.201,
1762,BDCQ.SF1FF1CS,33818.607,
1763,BDCQ.SF1FF1CS,34895.973,
1764,BDCQ.SF1FF1CS,37653.649,
1765,BDCQ.SF1FF1CS,38720.138,
1766,BDCQ.SF1FF1CS,39022.893,
1767,BDCQ.SF1FF1CS,38778.323,
1768,BDCQ.SF1FF1CS,38377.878,
1769,BDCQ.SF1FF1CS,38501.505,
1770,BDCQ.SF1FF1CT,23621.815,
1771,BDCQ.SF1FF1CT,23856.094,
1772,BDCQ.SF1FF1CT,24240.714,
1773,BDCQ.SF1FF1CT,24723.15,
1774,BDCQ.SF1FF1CT,25079.388,
1775,BDCQ.SF1FF1CT,25434.861,
1776,BDCQ.SF1FF1CT,25896.808,
1777,BDCQ.SF1FF1CT,26372.31,
1778,BDCQ.SF1FF1CT,26906.373,
1779,BDCQ.SF1FF1CT,27384.057,
1780,BDCQ.SF1FF1CT,27630.185,
1781,BDCQ.SF1FF1CT,27736.608,
1782,BDCQ.SF1FF1CT,27856.752,
1783,BDCQ.SF1FF1CT,27959.885,
1784,BDCQ.SF1FF1CT,28067.258,
1785,BDCQ.SF1FF1CT,,
1786,BDCQ.SF1FF1CT,,
1787,BDCQ.SF1FF1CT,,
1788,BDCQ.SF1FF1CT,,
1789,BDCQ.SF1FF1CT,,
1790,BDCQ.SF1FF1CT,,
1791,BDCQ.SF1FF1CT,,
1792,BDCQ.SF1FF1CT,,
1793,BDCQ.SF1FF1CT,,
1794,BDCQ.SF1FF1CT,,
1795,BDCQ.SF1FF1CT,,
1796,BDCQ.SF1FF1CT,,
1797,BDCQ.SF1FF1CT,,
1798,BDCQ.SF1FF1CT,,
1799,BDCQ.SF1FF1CT,,
1800,BDCQ.SF1FFCA,23406.009,
1801,BDCQ.SF1FFCA,23994.212,
1802,BDCQ.SF1FFCA,25705.259,
1803,BDCQ.SF1FFCA,23310.026,
1804,BDCQ.SF1FFCA,24840.66,
1805,BDCQ.SF1FFCA,25475.251,
1806,BDCQ.SF1FFCA,27896.872,
1807,BDCQ.SF1FFCA,24728.334,
1808,BDCQ.SF1FFCA,26645.783,
1809,BDCQ.SF1FFCA,27695.288,
1810,BDCQ.SF1FFCA,29271.97,
1811,BDCQ.SF1FFCA,26038.196,
1812,BDCQ.SF1FFCA,27624.213,
1813,BDCQ.SF1FFCA,28200.644,
1814,BDCQ.SF1FFCA,29838.982,
1815,BDCQ.SF1FFCA,26520.993,
1816,BDCQ.SF1FFCA,24951.225,
1817,BDCQ.SF1FFCA,29794.725,
1818,BDCQ.SF1FFCA,30657.717,
1819,BDCQ.SF1FFCA,28146.432,
1820,BDCQ.SF1FFCA,30996.44,
1821,BDCQ.SF1FFCA,32032.226,
1822,BDCQ.SF1FFCA,35975.655,
1823,BDCQ.SF1FFCA,32754.199,
1824,BDCQ.SF1FFCA,37340.78,
1825,BDCQ.SF1FFCA,38903.207,
1826,BDCQ.SF1FFCA,41541.633,
1827,BDCQ.SF1FFCA,36440.582,
1828,BDCQ.SF1FFCA,38022.83,
1829,BDCQ.SF1FFCA,38653.723,
1830,BDCQ.SF1FFCS,23654.17,
1831,BDCQ.SF1FFCS,23846.705,
1832,BDCQ.SF1FFCS,24200.129,
1833,BDCQ.SF1FFCS,24776.849,
1834,BDCQ.SF1FFCS,25086.545,
1835,BDCQ.SF1FFCS,25273.794,
1836,BDCQ.SF1FFCS,26278.36,
1837,BDCQ.SF1FFCS,26333.159,
1838,BDCQ.SF1FFCS,26876.111,
1839,BDCQ.SF1FFCS,27467.53,
1840,BDCQ.SF1FFCS,27567.59,
1841,BDCQ.SF1FFCS,27773.287,
1842,BDCQ.SF1FFCS,27829.137,
1843,BDCQ.SF1FFCS,27979.197,
1844,BDCQ.SF1FFCS,28091.43,
1845,BDCQ.SF1FFCS,28296.812,
1846,BDCQ.SF1FFCS,25133.298,
1847,BDCQ.SF1FFCS,29585.626,
1848,BDCQ.SF1FFCS,28836.672,
1849,BDCQ.SF1FFCS,30019.87,
1850,BDCQ.SF1FFCS,31238.532,
1851,BDCQ.SF1FFCS,31834.201,
1852,BDCQ.SF1FFCS,33818.607,
1853,BDCQ.SF1FFCS,34895.973,
1854,BDCQ.SF1FFCS,37653.649,
1855,BDCQ.SF1FFCS,38720.138,
1856,BDCQ.SF1FFCS,39022.893,
1857,BDCQ.SF1FFCS,38778.323,
1858,BDCQ.SF1FFCS,38377.878,
1859,BDCQ.SF1FFCS,38501.505,
1860,BDCQ.SF1FFCT,23621.815,
1861,BDCQ.SF1FFCT,23856.094,
1862,BDCQ.SF1FFCT,24240.714,
1863,BDCQ.SF1FFCT,24723.15,
1864,BDCQ.SF1FFCT,25079.388,
1865,BDCQ.SF1FFCT,25434.861,
1866,BDCQ.SF1FFCT,25896.808,
1867,BDCQ.SF1FFCT,26372.31,
1868,BDCQ.SF1FFCT,26906.373,
1869,BDCQ.SF1FFCT,27384.057,
1870,BDCQ.SF1FFCT,27630.185,
1871,BDCQ.SF1FFCT,27736.608,
1872,BDCQ.SF1FFCT,27856.752,
1873,BDCQ.SF1FFCT,27959.885,
1874,BDCQ.SF1FFCT,28067.258,
1875,BDCQ.SF1FFCT,,
1876,BDCQ.SF1FFCT,,
1877,BDCQ.SF1FFCT,,
1878,BDCQ.SF1FFCT,,
1879,BDCQ.SF1FFCT,,
1880,BDCQ.SF1FFCT,,
1881,BDCQ.SF1FFCT,,
1882,BDCQ.SF1FFCT,,
1883,BDCQ.SF1FFCT,,
1884,BDCQ.SF1FFCT,,
1885,BDCQ.SF1FFCT,,
1886,BDCQ.SF1FFCT,,
1887,BDCQ.SF1FFCT,,
1888,BDCQ.SF1FFCT,,
1889,BDCQ.SF1FFCT,,
1890,BDCQ.SF1GH1CA,,Y
1891,BDCQ.SF1GH1CA,,Y
1892,BDCQ.SF1GH1CA,,Y
1893,BDCQ.SF1GH1CA,,Y
1894,BDCQ.SF1GH1CA,,Y
1895,BDCQ.SF1GH1CA,18374.424,
1896,BDCQ.SF1GH1CA,21112.477,
1897,BDCQ.SF1GH1CA,18994.22,
1898,BDCQ.SF1GH1CA,19160.244,
1899,BDCQ.SF1GH1CA,19156.117,
1900,BDCQ.SF1GH1CA,21992.054,
1901,BDCQ.SF1GH1CA,19685.968,
1902,BDCQ.SF1GH1CA,19810.531,
1903,BDCQ.SF1GH1CA,19877.469,
1904,BDCQ.SF1GH1CA,22705.92,
1905,BDCQ.SF1GH1CA,20640.323,
1906,BDCQ.SF1GH1CA,17775.1,
1907,BDCQ.SF1GH1CA,21849.754,
1908,BDCQ.SF1GH1CA,24227.653,
1909,BDCQ.SF1GH1CA,22139.988,
1910,BDCQ.SF1GH1CA,23093.672,
1911,BDCQ.SF1GH1CA,21518.421,
1912,BDCQ.SF1GH1CA,26928.565,
1913,BDCQ.SF1GH1CA,24397.046,
1914,BDCQ.SF1GH1CA,24083.701,
1915,BDCQ.SF1GH1CA,24168.154,
1916,BDCQ.SF1GH1CA,27424.951,
1917,BDCQ.SF1GH1CA,24526.146,
1918,BDCQ.SF1GH1CA,24318.684,
1919,BDCQ.SF1GH1CA,24235.857,
1920,BDCQ.SF1GH1CS,,
1921,BDCQ.SF1GH1CS,,
1922,BDCQ.SF1GH1CS,,
1923,BDCQ.SF1GH1CS,,
1924,BDCQ.SF1GH1CS,,
1925,BDCQ.SF1GH1CS,19088.984,
1926,BDCQ.SF1GH1CS,19369.524,
1927,BDCQ.SF1GH1CS,19469.573,
1928,BDCQ.SF1GH1CS,19714.234,
1929,BDCQ.SF1GH1CS,19904.309,
1930,BDCQ.SF1GH1CS,20171.567,
1931,BDCQ.SF1GH1CS,20181.054,
1932,BDCQ.SF1GH1CS,20388.33,
1933,BDCQ.SF1GH1CS,20647.568,
1934,BDCQ.SF1GH1CS,20826.035,
1935,BDCQ.SF1GH1CS,21158.114,
1936,BDCQ.SF1GH1CS,18304.406,
1937,BDCQ.SF1GH1CS,22679.43,
1938,BDCQ.SF1GH1CS,22229.037,
1939,BDCQ.SF1GH1CS,22690.037,
1940,BDCQ.SF1GH1CS,23793.314,
1941,BDCQ.SF1GH1CS,22322.207,
1942,BDCQ.SF1GH1CS,24717.058,
1943,BDCQ.SF1GH1CS,24993.65,
1944,BDCQ.SF1GH1CS,24821.244,
1945,BDCQ.SF1GH1CS,25066.346,
1946,BDCQ.SF1GH1CS,25176.384,
1947,BDCQ.SF1GH1CS,25120.241,
1948,BDCQ.SF1GH1CS,25067.157,
1949,BDCQ.SF1GH1CS,25137.441,
1950,BDCQ.SF1GH1CT,,
1951,BDCQ.SF1GH1CT,,
1952,BDCQ.SF1GH1CT,,
1953,BDCQ.SF1GH1CT,,
1954,BDCQ.SF1GH1CT,,
1955,BDCQ.SF1GH1CT,19144.805,
1956,BDCQ.SF1GH1CT,19316.813,
1957,BDCQ.SF1GH1CT,19508.07,
1958,BDCQ.SF1GH1CT,19689.932,
1959,BDCQ.SF1GH1CT,19938.579,
1960,BDCQ.SF1GH1CT,20113.522,
1961,BDCQ.SF1GH1CT,20225.212,
1962,BDCQ.SF1GH1CT,20387.368,
1963,BDCQ.SF1GH1CT,20620.612,
1964,BDCQ.SF1GH1CT,20854.314,
1965,BDCQ.SF1GH1CT,,
1966,BDCQ.SF1GH1CT,,
1967,BDCQ.SF1GH1CT,,
1968,BDCQ.SF1GH1CT,,
1969,BDCQ.SF1GH1CT,,
1970,BDCQ.SF1GH1CT,,
1971,BDCQ.SF1GH1CT,,
1972,BDCQ.SF1GH1CT,,
1973,BDCQ.SF1GH1CT,,
1974,BDCQ.SF1GH1CT,,
1975,BDCQ.SF1GH1CT,,
1976,BDCQ.SF1GH1CT,,
1977,BDCQ.SF1GH1CT,,
1978,BDCQ.SF1GH1CT,,
1979,BDCQ.SF1GH1CT,,
1980,BDCQ.SF1GH2CA,,Y
1981,BDCQ.SF1GH2CA,,Y
1982,BDCQ.SF1GH2CA,,Y
1983,BDCQ.SF1GH2CA,,Y
1984,BDCQ.SF1GH2CA,,Y
1985,BDCQ.SF1GH2CA,3570.189,
1986,BDCQ.SF1GH2CA,4062.285,
1987,BDCQ.SF1GH2CA,4131.369,
1988,BDCQ.SF1GH2CA,3755.582,
1989,BDCQ.SF1GH2CA,3658.582,
1990,BDCQ.SF1GH2CA,4320.651,
1991,BDCQ.SF1GH2CA,4288.873,
1992,BDCQ.SF1GH2CA,3887.467,
1993,BDCQ.SF1GH2CA,3898.683,
1994,BDCQ.SF1GH2CA,4492.364,
1995,BDCQ.SF1GH2CA,4153.621,
1996,BDCQ.SF1GH2CA,2276.721,
1997,BDCQ.SF1GH2CA,3695.481,
1998,BDCQ.SF1GH2CA,4276.991,
1999,BDCQ.SF1GH2CA,4180.847,
2000,BDCQ.SF1GH2CA,4388.338,
2001,BDCQ.SF1GH2CA,3588.917,
2002,BDCQ.SF1GH2CA,4072.961,
2003,BDCQ.SF1GH2CA,4037.249,
2004,BDCQ.SF1GH2CA,4445.674,
2005,BDCQ.SF1GH2CA,4812.067,
2006,BDCQ.SF1GH2CA,5264.42,
2007,BDCQ.SF1GH2CA,5237.252,
2008,BDCQ.SF1GH2CA,4935.241,
2009,BDCQ.SF1GH2CA,5064.514,
2010,BDCQ.SF1GH2CS,,
2011,BDCQ.SF1GH2CS,,
2012,BDCQ.SF1GH2CS,,
2013,BDCQ.SF1GH2CS,,
2014,BDCQ.SF1GH2CS,,
2015,BDCQ.SF1GH2CS,3778.703,
2016,BDCQ.SF1GH2CS,3864.061,
2017,BDCQ.SF1GH2CS,3938.47,
2018,BDCQ.SF1GH2CS,3932.357,
2019,BDCQ.SF1GH2CS,3851.079,
2020,BDCQ.SF1GH2CS,4115.381,
2021,BDCQ.SF1GH2CS,4153.976,
2022,BDCQ.SF1GH2CS,4016.951,
2023,BDCQ.SF1GH2CS,4051.482,
2024,BDCQ.SF1GH2CS,4317.088,
2025,BDCQ.SF1GH2CS,4110.641,
2026,BDCQ.SF1GH2CS,2307.066,
2027,BDCQ.SF1GH2CS,3765.101,
2028,BDCQ.SF1GH2CS,4186.125,
2029,BDCQ.SF1GH2CS,4228.51,
2030,BDCQ.SF1GH2CS,4347.297,
2031,BDCQ.SF1GH2CS,3591.518,
2032,BDCQ.SF1GH2CS,4066.207,
2033,BDCQ.SF1GH2CS,4149.336,
2034,BDCQ.SF1GH2CS,4330.826,
2035,BDCQ.SF1GH2CS,4753.005,
2036,BDCQ.SF1GH2CS,5332.73,
2037,BDCQ.SF1GH2CS,5428.502,
2038,BDCQ.SF1GH2CS,4766.547,
2039,BDCQ.SF1GH2CS,4970.797,
2040,BDCQ.SF1GH2CT,,
2041,BDCQ.SF1GH2CT,,
2042,BDCQ.SF1GH2CT,,
2043,BDCQ.SF1GH2CT,,
2044,BDCQ.SF1GH2CT,,
2045,BDCQ.SF1GH2CT,3804.936,
2046,BDCQ.SF1GH2CT,3861.178,
2047,BDCQ.SF1GH2CT,3922.403,
2048,BDCQ.SF1GH2CT,3944.117,
2049,BDCQ.SF1GH2CT,4004.416,
2050,BDCQ.SF1GH2CT,4112.016,
2051,BDCQ.SF1GH2CT,4121.597,
2052,BDCQ.SF1GH2CT,4038.072,
2053,BDCQ.SF1GH2CT,4089.511,
2054,BDCQ.SF1GH2CT,4274.028,
2055,BDCQ.SF1GH2CT,,
2056,BDCQ.SF1GH2CT,,
2057,BDCQ.SF1GH2CT,,
2058,BDCQ.SF1GH2CT,,
2059,BDCQ.SF1GH2CT,,
2060,BDCQ.SF1GH2CT,,
2061,BDCQ.SF1GH2CT,,
2062,BDCQ.SF1GH2CT,,
2063,BDCQ.SF1GH2CT,,
2064,BDCQ.SF1GH2CT,,
2065,BDCQ.SF1GH2CT,,
2066,BDCQ.SF1GH2CT,,
2067,BDCQ.SF1GH2CT,,
2068,BDCQ.SF1GH2CT,,
2069,BDCQ.SF1GH2CT,,
2070,BDCQ.SF1GHCA,,Y
2071,BDCQ.SF1GHCA,,Y
2072,BDCQ.SF1GHCA,,Y
2073,BDCQ.SF1GHCA,,Y
2074,BDCQ.SF1GHCA,,Y
2075,BDCQ.SF1GHCA,21944.613,
2076,BDCQ.SF1GHCA,25174.762,
2077,BDCQ.SF1GHCA,23125.589,
2078,BDCQ.SF1GHCA,22915.826,
2079,BDCQ.SF1GHCA,22814.699,
2080,BDCQ.SF1GHCA,26312.705,
2081,BDCQ.SF1GHCA,23974.841,
2082,BDCQ.SF1GHCA,23697.998,
2083,BDCQ.SF1GHCA,23776.153,
2084,BDCQ.SF1GHCA,27198.284,
2085,BDCQ.SF1GHCA,24793.944,
2086,BDCQ.SF1GHCA,20051.821,
2087,BDCQ.SF1GHCA,25545.235,
2088,BDCQ.SF1GHCA,28504.644,
2089,BDCQ.SF1GHCA,26320.835,
2090,BDCQ.SF1GHCA,27482.01,
2091,BDCQ.SF1GHCA,25107.338,
2092,BDCQ.SF1GHCA,31001.526,
2093,BDCQ.SF1GHCA,28434.296,
2094,BDCQ.SF1GHCA,28529.375,
2095,BDCQ.SF1GHCA,28980.221,
2096,BDCQ.SF1GHCA,32689.372,
2097,BDCQ.SF1GHCA,29763.398,
2098,BDCQ.SF1GHCA,29253.925,
2099,BDCQ.SF1GHCA,29300.371,
2100,BDCQ.SF1GHCS,21269.258,
2101,BDCQ.SF1GHCS,21598.183,
2102,BDCQ.SF1GHCS,22009.557,
2103,BDCQ.SF1GHCS,22536.957,
2104,BDCQ.SF1GHCS,22803.693,
2105,BDCQ.SF1GHCS,22978.078,
2106,BDCQ.SF1GHCS,23349.066,
2107,BDCQ.SF1GHCS,23380.506,
2108,BDCQ.SF1GHCS,23638.257,
2109,BDCQ.SF1GHCS,23823.228,
2110,BDCQ.SF1GHCS,24289.097,
2111,BDCQ.SF1GHCS,24386.097,
2112,BDCQ.SF1GHCS,24420.23,
2113,BDCQ.SF1GHCS,24709.116,
2114,BDCQ.SF1GHCS,25106.089,
2115,BDCQ.SF1GHCS,24943.664,
2116,BDCQ.SF1GHCS,20668.157,
2117,BDCQ.SF1GHCS,26389.35,
2118,BDCQ.SF1GHCS,26280.704,
2119,BDCQ.SF1GHCS,26938.806,
2120,BDCQ.SF1GHCS,28272.479,
2121,BDCQ.SF1GHCS,26005.128,
2122,BDCQ.SF1GHCS,28716.057,
2123,BDCQ.SF1GHCS,28993.923,
2124,BDCQ.SF1GHCS,29352.362,
2125,BDCQ.SF1GHCS,30125.446,
2126,BDCQ.SF1GHCS,30407.788,
2127,BDCQ.SF1GHCS,30183.127,
2128,BDCQ.SF1GHCS,30121.575,
2129,BDCQ.SF1GHCS,30570.15,
2130,BDCQ.SF1GHCT,21237.412,
2131,BDCQ.SF1GHCT,21601.783,
2132,BDCQ.SF1GHCT,22051.61,
2133,BDCQ.SF1GHCT,22485.026,
2134,BDCQ.SF1GHCT,22801.477,
2135,BDCQ.SF1GHCT,23034.601,
2136,BDCQ.SF1GHCT,23274.47,
2137,BDCQ.SF1GHCT,23430.757,
2138,BDCQ.SF1GHCT,23625.661,
2139,BDCQ.SF1GHCT,23919.344,
2140,BDCQ.SF1GHCT,24223.742,
2141,BDCQ.SF1GHCT,24347.27,
2142,BDCQ.SF1GHCT,24467.627,
2143,BDCQ.SF1GHCT,24755.754,
2144,BDCQ.SF1GHCT,24952.523,
2145,BDCQ.SF1GHCT,,
2146,BDCQ.SF1GHCT,,
2147,BDCQ.SF1GHCT,,
2148,BDCQ.SF1GHCT,,
2149,BDCQ.SF1GHCT,,
2150,BDCQ.SF1GHCT,,
2151,BDCQ.SF1GHCT,,
2152,BDCQ.SF1GHCT,,
2153,BDCQ.SF1GHCT,,
2154,BDCQ.SF1GHCT,,
2155,BDCQ.SF1GHCT,,
2156,BDCQ.SF1GHCT,,
2157,BDCQ.SF1GHCT,,
2158,BDCQ.SF1GHCT,,
2159,BDCQ.SF1GHCT,,
2160,BDCQ.SF1II1CA,6863.56,
2161,BDCQ.SF1II1CA,7052.113,
2162,BDCQ.SF1II1CA,7642.823,
2163,BDCQ.SF1II1CA,7446.887,
2164,BDCQ.SF1II1CA,7201.294,
2165,BDCQ.SF1II1CA,7179.966,
2166,BDCQ.SF1II1CA,7966.261,
2167,BDCQ.SF1II1CA,7821.789,
2168,BDCQ.SF1II1CA,7514.249,
2169,BDCQ.SF1II1CA,7647.701,
2170,BDCQ.SF1II1CA,8397.456,
2171,BDCQ.SF1II1CA,8135.983,
2172,BDCQ.SF1II1CA,8017.403,
2173,BDCQ.SF1II1CA,7911.991,
2174,BDCQ.SF1II1CA,8723.181,
2175,BDCQ.SF1II1CA,8093.1,
2176,BDCQ.SF1II1CA,5613.637,
2177,BDCQ.SF1II1CA,6569.408,
2178,BDCQ.SF1II1CA,7214.922,
2179,BDCQ.SF1II1CA,7057.335,
2180,BDCQ.SF1II1CA,7654.068,
2181,BDCQ.SF1II1CA,7584.8,
2182,BDCQ.SF1II1CA,8521.457,
2183,BDCQ.SF1II1CA,8133.305,
2184,BDCQ.SF1II1CA,9319.98,
2185,BDCQ.SF1II1CA,10238.542,
2186,BDCQ.SF1II1CA,10941.335,
2187,BDCQ.SF1II1CA,10154.941,
2188,BDCQ.SF1II1CA,9927.711,
2189,BDCQ.SF1II1CA,9865.138,
2190,BDCQ.SF1II1CS,7038.758,
2191,BDCQ.SF1II1CS,7295.639,
2192,BDCQ.SF1II1CS,7306.546,
2193,BDCQ.SF1II1CS,7346.486,
2194,BDCQ.SF1II1CS,7412.312,
2195,BDCQ.SF1II1CS,7421.078,
2196,BDCQ.SF1II1CS,7586.875,
2197,BDCQ.SF1II1CS,7737.888,
2198,BDCQ.SF1II1CS,7741.437,
2199,BDCQ.SF1II1CS,7907.05,
2200,BDCQ.SF1II1CS,7966.917,
2201,BDCQ.SF1II1CS,8078.151,
2202,BDCQ.SF1II1CS,8254.742,
2203,BDCQ.SF1II1CS,8185.983,
2204,BDCQ.SF1II1CS,8247.904,
2205,BDCQ.SF1II1CS,8067.609,
2206,BDCQ.SF1II1CS,5772.119,
2207,BDCQ.SF1II1CS,6799.269,
2208,BDCQ.SF1II1CS,6807.332,
2209,BDCQ.SF1II1CS,7053.762,
2210,BDCQ.SF1II1CS,7867.337,
2211,BDCQ.SF1II1CS,7845.256,
2212,BDCQ.SF1II1CS,8031.543,
2213,BDCQ.SF1II1CS,8145.332,
2214,BDCQ.SF1II1CS,9574.346,
2215,BDCQ.SF1II1CS,10586.469,
2216,BDCQ.SF1II1CS,10308.388,
2217,BDCQ.SF1II1CS,10176.702,
2218,BDCQ.SF1II1CS,10200.225,
2219,BDCQ.SF1II1CS,10194.653,
2220,BDCQ.SF1II1CT,7115.619,
2221,BDCQ.SF1II1CT,7232.917,
2222,BDCQ.SF1II1CT,7326.97,
2223,BDCQ.SF1II1CT,7352.346,
2224,BDCQ.SF1II1CT,7390.502,
2225,BDCQ.SF1II1CT,7449.414,
2226,BDCQ.SF1II1CT,7584.002,
2227,BDCQ.SF1II1CT,7705.418,
2228,BDCQ.SF1II1CT,7783.829,
2229,BDCQ.SF1II1CT,7875.849,
2230,BDCQ.SF1II1CT,7977.426,
2231,BDCQ.SF1II1CT,8099.625,
2232,BDCQ.SF1II1CT,8213.789,
2233,BDCQ.SF1II1CT,8259.015,
2234,BDCQ.SF1II1CT,8216.166,
2235,BDCQ.SF1II1CT,,
2236,BDCQ.SF1II1CT,,
2237,BDCQ.SF1II1CT,,
2238,BDCQ.SF1II1CT,,
2239,BDCQ.SF1II1CT,,
2240,BDCQ.SF1II1CT,,
2241,BDCQ.SF1II1CT,,
2242,BDCQ.SF1II1CT,,
2243,BDCQ.SF1II1CT,,
2244,BDCQ.SF1II1CT,,
2245,BDCQ.SF1II1CT,,
2246,BDCQ.SF1II1CT,,
2247,BDCQ.SF1II1CT,,
2248,BDCQ.SF1II1CT,,
2249,BDCQ.SF1II1CT,,
2250,BDCQ.SF1IICA,6863.56,
2251,BDCQ.SF1IICA,7052.113,
2252,BDCQ.SF1IICA,7642.823,
2253,BDCQ.SF1IICA,7446.887,
2254,BDCQ.SF1IICA,7201.294,
2255,BDCQ.SF1IICA,7179.966,
2256,BDCQ.SF1IICA,7966.261,
2257,BDCQ.SF1IICA,7821.789,
2258,BDCQ.SF1IICA,7514.249,
2259,BDCQ.SF1IICA,7647.701,
2260,BDCQ.SF1IICA,8397.456,
2261,BDCQ.SF1IICA,8135.983,
2262,BDCQ.SF1IICA,8017.403,
2263,BDCQ.SF1IICA,7911.991,
2264,BDCQ.SF1IICA,8723.181,
2265,BDCQ.SF1IICA,8093.1,
2266,BDCQ.SF1IICA,5613.637,
2267,BDCQ.SF1IICA,6569.408,
2268,BDCQ.SF1IICA,7214.922,
2269,BDCQ.SF1IICA,7057.335,
2270,BDCQ.SF1IICA,7654.068,
2271,BDCQ.SF1IICA,7584.8,
2272,BDCQ.SF1IICA,8521.457,
2273,BDCQ.SF1IICA,8133.305,
2274,BDCQ.SF1IICA,9319.98,
2275,BDCQ.SF1IICA,10238.542,
2276,BDCQ.SF1IICA,10941.335,
2277,BDCQ.SF1IICA,10154.941,
2278,BDCQ.SF1IICA,9927.711,
2279,BDCQ.SF1IICA,9865.138,
2280,BDCQ.SF1IICS,7038.758,
2281,BDCQ.SF1IICS,7295.639,
2282,BDCQ.SF1IICS,7306.546,
2283,BDCQ.SF1IICS,7346.486,
2284,BDCQ.SF1IICS,7412.312,
2285,BDCQ.SF1IICS,7421.078,
2286,BDCQ.SF1IICS,7586.875,
2287,BDCQ.SF1IICS,7737.888,
2288,BDCQ.SF1IICS,7741.437,
2289,BDCQ.SF1IICS,7907.05,
2290,BDCQ.SF1IICS,7966.917,
2291,BDCQ.SF1IICS,8078.151,
2292,BDCQ.SF1IICS,8254.742,
2293,BDCQ.SF1IICS,8185.983,
2294,BDCQ.SF1IICS,8247.904,
2295,BDCQ.SF1IICS,8067.609,
2296,BDCQ.SF1IICS,5772.119,
2297,BDCQ.SF1IICS,6799.269,
2298,BDCQ.SF1IICS,6807.332,
2299,BDCQ.SF1IICS,7053.762,
2300,BDCQ.SF1IICS,7867.337,
2301,BDCQ.SF1IICS,7845.256,
2302,BDCQ.SF1IICS,8031.543,
2303,BDCQ.SF1IICS,8145.332,
2304,BDCQ.SF1IICS,9574.346,
2305,BDCQ.SF1IICS,10586.469,
2306,BDCQ.SF1IICS,10308.388,
2307,BDCQ.SF1IICS,10176.702,
2308,BDCQ.SF1IICS,10200.225,
2309,BDCQ.SF1IICS,10194.653,
